C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A039,R085,01-00-00,05-22-11,08:00:00,AUD,001548764,007608740
A039,R085,01-00-00,05-26-11,04:00:00,RECOVR,001550876,007619502
A039,R085,01-00-00,05-26-11,08:00:00,AUD,001550906,007619645
A039,R085,01-00-01,05-22-11,04:00:00,RECOVR,000077267,000122339
A039,R085,01-00-01,05-22-11,08:00:00,AUD,000077293,000122353
A039,R085,01-00-01,05-26-11,04:00:00,RECOVR,000080709,000126925
A039,R085,01-00-01,05-26-11,08:00:00,AUD,000080749,000126973
A039,R085,01-00-02,05-22-11,04:00:00,RECOVR,000306759,000214810
A039,R085,01-00-02,05-22-11,08:00:00,AUD,000306778,000214820
A039,R085,01-00-02,05-26-11,04:00:00,RECOVR,000310175,000216937
A039,R085,01-00-02,05-26-11,08:00:00,AUD,000310204,000216979
A039,R085,01-03-00,05-22-11,04:00:00,RECOVR,001618785,003638723
A039,R085,01-03-00,05-22-11,08:00:00,AUD,001618801,003638737
A039,R085,01-03-01,05-22-11,04:00:00,RECOVR,001331550,007692613
A039,R085,01-03-01,05-22-11,08:00:00,AUD,001331556,007692652
A039,R085,01-06-00,05-22-11,04:00:00,RECOVR,003561946,002454842
A039,R085,01-06-00,05-22-11,08:00:00,AUD,003561963,002454851
A041,R086,00-00-00,05-21-11,04:00:00,RECOVR,005399210,001810681
A041,R086,00-00-00,05-21-11,08:00:00,AUD,005399220,001810716
A041,R086,00-00-00,05-22-11,04:00:00,RECOVR,005402346,001811986
A041,R086,00-00-00,05-22-11,04:00:00,AUD,005402346,001811986
A041,R086,00-00-00,05-23-11,04:00:00,RECOVR,005404375,001812981
A041,R086,00-00-00,05-23-11,08:00:00,AUD,005404403,001813036
A041,R086,00-00-00,05-26-11,04:00:00,RECOVR,005412324,001815842
A041,R086,00-00-00,05-26-11,08:00:00,AUD,005412358,001815922
A041,R086,00-00-00,05-27-11,04:00:00,RECOVR,005415099,001816970
A041,R086,00-00-00,05-27-11,07:27:51,AUD,005415111,001817002
A041,R086,00-00-01,05-21-11,04:00:00,RECOVR,007192292,001949265
A041,R086,00-00-01,05-21-11,08:00:00,AUD,007192310,001949292
A041,R086,00-00-01,05-22-11,04:00:00,RECOVR,007195329,001950277
A041,R086,00-00-01,05-22-11,08:00:00,AUD,007195351,001950293
A041,R086,00-00-01,05-23-11,04:00:00,RECOVR,007197435,001950944
A041,R086,00-00-01,05-23-11,08:00:00,AUD,007197462,001950974
A041,R086,00-00-01,05-25-11,04:00:00,RECOVR,007202439,001952107
A041,R086,00-00-01,05-25-11,08:00:00,AUD,007202478,001952135                   
A041,R086,00-00-01,05-26-11,04:00:00,RECOVR,007205054,001952784
A041,R086,00-00-01,05-26-11,08:00:00,AUD,007205089,001952814
A041,R086,00-00-01,05-27-11,04:00:00,RECOVR,007207907,001953449
A041,R086,00-00-01,05-27-11,07:27:51,AUD,007207928,001953465
A041,R086,00-00-02,05-22-11,04:00:00,RECOVR,007574067,001840747
A041,R086,00-00-02,05-22-11,08:00:00,AUD,007574080,001840759
A041,R086,00-00-02,05-24-11,04:00:00,RECOVR,007578430,001842079
A041,R086,00-00-02,05-24-11,08:00:00,AUD,007578468,001842119                   
A041,R086,00-00-02,05-25-11,04:00:00,RECOVR,007580814,001842760
A041,R086,00-00-02,05-25-11,08:00:00,AUD,007580844,001842794
A041,R086,00-00-02,05-26-11,04:00:00,RECOVR,007583378,001843507
A041,R086,00-00-02,05-26-11,08:00:00,AUD,007583412,001843534
A041,R086,00-00-02,05-27-11,04:00:00,RECOVR,007585987,001844227
A041,R086,00-00-02,05-27-11,07:27:51,AUD,007586014,001844250
A041,R086,00-00-03,05-22-11,04:00:00,RECOVR,007103370,002792402
A041,R086,00-00-03,05-22-11,08:00:00,AUD,007103384,002792422
A041,R086,00-00-03,05-24-11,04:00:00,RECOVR,007107518,002794247
A041,R086,00-00-03,05-24-11,08:00:00,AUD,007107540,002794292                   
A041,R086,00-00-03,05-25-11,04:00:00,RECOVR,007109811,002795306
A041,R086,00-00-03,05-25-11,08:00:00,AUD,007109839,002795342
A041,R086,00-00-03,05-26-11,04:00:00,RECOVR,007112287,002796409
A041,R086,00-00-03,05-26-11,08:00:00,AUD,007112320,002796438
A041,R086,00-00-03,05-27-11,04:00:00,RECOVR,007114890,002797568
A041,R086,00-00-03,05-27-11,07:27:51,AUD,007114911,002797593
A041,R086,00-00-04,05-22-11,04:00:00,RECOVR,003261482,001540872
A041,R086,00-00-04,05-22-11,08:00:00,AUD,003261502,001540906
A041,R086,00-00-04,05-25-11,04:00:00,RECOVR,003267797,001544570
A041,R086,00-00-04,05-25-11,08:00:00,AUD,003267831,001544635
A041,R086,00-00-04,05-26-11,04:00:00,RECOVR,003270175,001545912
A041,R086,00-00-04,05-26-11,04:00:00,AUD,003270175,001545912
A041,R086,00-00-04,05-27-11,04:00:00,RECOVR,003272696,001547256
A041,R086,00-00-04,05-27-11,07:27:51,AUD,003272713,001547296
A042,R086,01-00-00,05-22-11,04:00:00,RECOVR,001194350,009796509
A042,R086,01-00-00,05-22-11,08:00:00,AUD,001194355,009796573
A042,R086,01-00-00,05-25-11,04:00:00,RECOVR,001195512,009806529
A042,R086,01-00-00,05-25-11,04:00:00,AUD,001195512,009806529
A042,R086,01-00-00,05-26-11,04:00:00,RECOVR,001195964,009810416
A042,R086,01-00-00,05-26-11,08:00:00,AUD,001195971,009810554
A042,R086,01-00-01,05-22-11,04:00:00,RECOVR,002101429,007489614
A042,R086,01-00-01,05-22-11,08:00:00,AUD,002101435,007489664
A042,R086,01-00-01,05-25-11,04:00:00,RECOVR,002103694,007497227
A042,R086,01-00-01,05-25-11,08:00:00,AUD,002103705,007497321
A042,R086,01-00-01,05-26-11,04:00:00,RECOVR,002104496,007499929
A042,R086,01-00-01,05-26-11,08:00:00,AUD,002104511,007500045
A042,R086,01-00-02,05-22-11,04:00:00,RECOVR,002931158,004475215
A042,R086,01-00-02,05-22-11,08:00:00,AUD,002931169,004475246
A042,R086,01-00-02,05-25-11,04:00:00,RECOVR,002934329,004479790
A042,R086,01-00-02,05-25-11,08:00:00,AUD,002934343,004479851
A042,R086,01-00-03,05-22-11,04:00:00,RECOVR,001949910,002726537               
A042,R086,01-00-03,05-25-11,04:00:00,RECOVR,001952895,002731134
A042,R086,01-00-03,05-25-11,08:00:00,AUD,001952908,002731194
A042,R086,01-00-04,05-25-11,04:00:00,RECOVR,000914020,004173655
A042,R086,01-00-04,05-25-11,04:00:00,AUD,000914020,004173655
N026,R102,00-00-04,05-06-11,04:00:00,RECOVR,003223367,004416692
N026,R102,00-00-04,05-06-11,08:00:00,AUD,003223480,004416893
N026,R102,00-00-05,04-30-11,04:00:00,RECOVR,006035373,006364830
N026,R102,00-00-05,04-30-11,04:00:00,AUD,006035373,006364830
N026,R102,00-00-05,05-01-11,04:00:00,RECOVR,006037174,006366979
N026,R102,00-00-05,05-01-11,08:00:00,AUD,006037223,006367058
N026,R102,00-00-05,05-02-11,04:00:00,RECOVR,006038513,006368711
N026,R102,00-00-05,05-02-11,08:00:00,AUD,006038694,006368890
N026,R102,00-00-05,05-04-11,04:00:00,RECOVR,006043137,006373608
N026,R102,00-00-05,05-04-11,08:00:00,AUD,006043320,006373802                   
N026,R102,00-00-05,05-05-11,04:00:00,RECOVR,006045384,006376004
N026,R102,00-00-05,05-05-11,08:00:00,AUD,006045568,006376210
N026,R102,00-00-05,05-06-11,04:00:00,RECOVR,006047787,006378697
N026,R102,00-00-05,05-06-11,08:00:00,AUD,006047971,006378915
N026,R102,00-00-06,05-01-11,04:00:00,RECOVR,004315535,003548750
N026,R102,00-00-06,05-01-11,08:00:00,AUD,004315651,003548828
N026,R102,00-00-06,05-04-11,04:00:00,RECOVR,004324156,003556050
N026,R102,00-00-06,05-04-11,08:00:00,AUD,004324455,003556279
N026,R102,00-00-06,05-05-11,04:00:00,RECOVR,004327223,003558841
N026,R102,00-00-06,05-05-11,08:00:00,AUD,004327513,003559071
N026,R102,00-00-06,05-06-11,04:00:00,RECOVR,004330468,003561842
N026,R102,00-00-06,05-06-11,08:00:00,AUD,004330769,003562055
N026,R102,00-00-07,05-01-11,04:00:00,RECOVR,012667417,013858224
N026,R102,00-00-07,05-01-11,08:00:00,AUD,012667489,013858354
N026,R102,00-00-07,05-04-11,04:00:00,RECOVR,012675991,013865680
N026,R102,00-00-07,05-04-11,08:00:00,AUD,012676216,013865990
N026,R102,00-00-07,05-05-11,04:00:00,RECOVR,012679109,013868450
N026,R102,00-00-07,05-05-11,08:00:00,AUD,012679354,013868735
N026,R102,00-05-00,05-01-11,04:00:00,RECOVR,000002765,000000000
N026,R102,00-05-00,05-01-11,08:00:00,AUD,000002765,000000000
N026,R102,00-05-00,05-04-11,04:00:00,RECOVR,000002765,000000000
N026,R102,00-05-00,05-04-11,08:00:00,AUD,000002765,000000000
N026,R102,00-05-00,05-05-11,04:00:00,RECOVR,000002765,000000000
N026,R102,00-05-00,05-05-11,08:00:00,AUD,000002765,000000000
N026,R102,00-05-00,05-06-11,13:22:48,DOOR,000002773,000000000
N026,R102,00-05-00,05-06-11,16:00:00,OPEN,000002778,000000000
N026,R102,00-05-01,05-01-11,04:00:00,RECOVR,000000004,000000554
N026,R102,00-05-01,05-01-11,08:00:00,AUD,000000004,000000554
N026,R102,00-05-01,05-04-11,04:00:00,RECOVR,000000004,000000554
N026,R102,00-05-01,05-04-11,08:00:00,AUD,000000004,000000554
N026,R102,00-05-01,05-06-11,13:29:16,DOOR,000000004,000000554
N026,R102,00-05-01,05-06-11,16:00:00,OPEN,000000004,000000555
